168 20
36.000000 1288.000000 20
160.809419 1772.172086 20
464.190581 1029.827914 20
529.372282 1369.140564 20
410.627718 956.859436 20
535.470612 1264.997661 20
37.529388 788.002339 20
531.643799 1222.142395 20
-429.643799 1105.857605 20
-69.379769 1776.768968 20
420.379769 968.231032 20
314.547322 1703.224505 20
477.452678 1522.775495 20
501.773585 1469.810252 20
22.226415 788.189748 20
-100.863388 1768.903746 20
520.863388 1410.096254 20
1433.000000 603.000000 20
937.100427 539.096841 20
1399.899573 1101.903159 20
1369.151014 1098.906551 20
1778.848986 964.093449 20
1909.011923 756.011923 20
1279.988077 126.988077 20
1880.844144 825.341230 20
1159.155856 184.658770 20
948.219817 480.573802 20
1021.780183 887.426198 20
1420.737255 103.150398 20
937.262745 537.849602 20
1898.111245 419.501962 20
1034.888755 300.498038 20
1415.205978 103.316728 20
1100.794022 976.683272 20
589.000000 1514.000000 20
1088.869290 1502.567913 20
404.130710 1049.432087 20
1007.053058 1788.283869 20
1088.946942 1506.716131 20
748.365151 1987.922724 20
1087.634849 1477.077276 20
892.470092 1116.626242 20
233.529908 1162.373758 20
565.352363 1014.559524 20
89.647637 1539.440476 20
549.765035 1015.541759 20
354.234965 1955.458241 20
258.396760 1889.101983 20
1086.603240 1562.898017 20
947.994297 1165.972566 20
129.005703 1318.027434 20
89.742751 1486.756668 20
883.257249 1918.243332 20
904.000000 1038.000000 20
1092.750631 1501.004535 20
1318.249369 1317.995465 20
1215.978829 1428.729075 20
1403.021171 1069.270925 20
972.121422 1533.337735 20
1178.878578 1455.662265 20
1365.070477 844.572972 20
1145.929523 600.427028 20
985.875922 544.749219 20
455.124078 1258.250781 20
484.348848 766.167495 20
485.651152 1311.832505 20
409.217394 965.957148 20
809.782606 1529.042852 20
627.719230 1454.736051 20
1032.280770 1521.263949 20
769.144230 556.529418 20
622.855770 1451.470582 20
624.950331 1452.887072 20
663.049669 1476.112928 20
1378.493003 880.340905 20
608.506997 634.659095 20
1507.000000 1781.000000 20
1998.700911 1871.720528 20
1223.299089 1369.279472 20
1116.912579 1468.219239 20
1637.087421 2263.780761 20
1391.700532 2267.524442 20
1806.299468 1380.475558 20
1959.333934 1994.058706 20
1537.666066 1281.941294 20
1065.878397 1545.603034 20
1197.121603 2173.396966 20
1715.000000 1460.000000 20
1215.063669 1452.020972 20
1746.936331 1958.979028 20
1247.235308 1636.624441 20
2158.764692 1690.375559 20
1791.847005 1954.059245 20
1913.152995 1000.940755 20
1247.000000 1951.000000 20
1551.915186 2347.265983 20
1386.084814 1470.734017 20
1746.630207 1931.773561 20
1490.369793 1514.226439 20
1013.027339 1509.121291 20
989.972661 2379.878709 20
832.895841 1670.789819 20
798.104159 2171.210181 20
1756.000000 280.000000 20
1363.433925 -29.664135 20
1999.566075 716.664135 20
1410.522388 -81.448779 20
1270.477612 399.448779 20
1883.878513 -203.370547 20
1372.121487 600.370547 20
1319.358714 36.392966 20
1519.641286 720.607034 20
1607.000000 407.000000 20
1416.240657 -55.180563 20
1115.759343 500.180563 20
1999.615642 97.398711 20
1107.384358 426.601289 20
1288.802110 21.318651 20
1401.197890 862.681349 20
537.000000 765.000000 20
90.191141 540.585554 20
512.808859 1264.414446 20
98.959770 1006.082470 20
753.040230 1215.917530 20
37.123814 753.873497 20
987.876186 981.126503 20
980.890250 534.866461 20
481.109750 268.133539 20
993.522825 968.928689 20
626.477175 273.071311 20
1691.000000 1867.000000 20
2182.967608 1956.262943 20
1498.032392 1405.737057 20
1210.345238 1729.264749 20
1236.654762 2075.735251 20
66.000000 1040.000000 20
-184.757375 1472.574547 20
565.757375 1024.425453 20
350.956571 1450.852471 20
203.043429 559.147529 20
29.249698 1538.647586 20
420.750302 1392.352414 20
1990.000000 1495.000000 20
315.000000 1457.000000 20
256.241408 1953.535425 20
814.758592 1441.464575 20
804.854216 1356.785995 20
-1.854216 1070.214005 20
-94.062440 1744.520296 20
793.062440 1603.479704 20
756.000000 1938.000000 20
628.101247 1454.634808 20
511.898753 2374.365192 20
488.000000 970.000000 20
249.473561 1409.437297 20
622.526439 1451.562703 20
987.995553 967.891185 20
583.004447 479.108815 20
925.000000 38.000000 20
1157.079664 480.875862 20
1267.920336 -325.875862 20
587.887175 407.262702 20
1420.112825 107.737298 20
1500.000000 117.000000 20
1018.812634 -18.862866 20
1564.187366 612.862866 20
384.000000 1891.000000 20
1083.000000 477.000000 20
36.000000 1288.000000 4
1433.000000 603.000000 2
589.000000 1514.000000 3
904.000000 1038.000000 2
1507.000000 1781.000000 3
1715.000000 1460.000000 9
1247.000000 1951.000000 8
1756.000000 280.000000 8
1607.000000 407.000000 3
537.000000 765.000000 9
1691.000000 1867.000000 1
66.000000 1040.000000 4
1990.000000 1495.000000 9
315.000000 1457.000000 5
756.000000 1938.000000 4
488.000000 970.000000 7
925.000000 38.000000 8
1500.000000 117.000000 8
384.000000 1891.000000 3
1083.000000 477.000000 3
