18802 200
144.000000 1749.000000 50
423.781730 1334.606246 50
-116.781730 1322.393754 50
557.566265 1467.996539 50
22.433735 1264.003461 50
633.049817 1644.931387 50
-189.049817 1376.068613 50
549.187824 1456.044667 50
-353.187824 1801.955333 50
179.669147 2247.726089 50
493.330853 1391.273911 50
479.777158 1378.522336 50
224.222842 1255.477664 50
384.550669 1310.667506 50
-200.550669 2111.332494 50
489.530041 1387.601341 50
-335.530041 1607.398659 50
643.778512 1763.880824 50
-143.778512 1340.119176 50
260.918454 2235.137918 50
449.081546 1352.862082 50
566.257077 1481.233383 50
82.742923 1252.766617 50
486.112930 2113.635082 50
482.887070 1381.364918 50
552.816482 2036.869908 50
493.183518 1391.130092 50
624.107887 1609.370429 50
295.892113 1272.629571 50
627.389137 1876.808223 50
590.610863 1524.191777 50
362.585834 2198.689040 50
444.414166 1349.310960 50
607.212844 1937.238841 50
82.787156 1252.761159 50
526.149651 2071.430837 50
167.850349 1249.569163 50
-312.256992 1953.522755 50
623.256992 1606.477245 50
193.940370 2246.499708 50
203.059630 1252.500292 50
572.675485 1491.633863 50
240.324515 1258.366137 50
573.467235 2005.042759 50
473.532765 1372.957241 50
593.814851 1967.326818 50
-48.814851 1287.673182 50
641.238051 1801.481625 50
166.761949 1249.518375 50
479.409648 1378.189579 50
40.590352 1259.810421 50
592.897925 1969.205934 50
68.102075 1254.794066 50
314.199500 1278.859457 50
59.800500 1256.140543 50
245.188788 2238.653785 50
520.811212 1420.346215 50
626.693944 1618.590813 50
331.306056 1285.409187 50
615.627024 1582.964010 50
-344.627024 1855.035990 50
499.446039 1397.349444 50
-259.446039 1453.650556 50
-281.031173 1485.658963 50
536.031173 2059.341037 50
257.129330 2236.033628 50
562.870670 1475.966372 50
-155.774798 2149.168803 50
585.774798 1514.831197 50
158.310303 2248.795173 50
178.689697 1250.204827 50
633.692540 1647.998930 50
248.307460 1260.001070 50
282.862685 1268.669744 50
21.137315 1264.330256 50
397.366931 1317.948729 50
54.633069 1257.051271 50
485.665621 1383.945753 50
-150.665621 1345.054247 50
273.087571 2232.049065 50
220.912429 1254.950935 50
636.668807 1663.692049 50
-277.668807 1480.307951 50
631.896219 1639.650654 50
-130.896219 1331.349346 50
643.831825 1761.967126 50
349.168175 1293.032874 50
643.921445 1740.137199 50
27.078555 1262.862801 50
214.414933 2244.016906 50
431.585067 1339.983094 50
623.472266 1890.796847 50
633.527734 1647.203153 50
635.847818 1659.079349 50
-245.847818 1435.920651 50
495.781825 2104.316123 50
51.218175 1257.683877 50
206.904399 2245.027254 50
470.095601 1369.972746 50
637.204996 1666.848728 50
-278.204996 1481.151272 50
487.389541 1385.566893 50
-10.389541 1273.433107 50
641.675793 1797.153976 50
-14.675793 1274.846024 50
328.876338 2213.565108 50
461.123662 1362.434892 50
-100.384075 2185.206859 50
442.384075 1347.793141 50
455.430736 1357.833927 50
-6.430736 1272.166073 50
163.000000 908.000000 50
172.464170 1407.910421 50
426.535830 483.089579 50
662.094256 938.081947 50
559.905744 603.918053 50
-199.610120 1252.258479 50
662.610120 927.741521 50
661.444197 868.587030 50
615.555803 695.412970 50
-281.669947 1136.623354 50
496.669947 1280.376646 50
633.019600 737.466790 50
254.980400 416.533210 50
388.033844 1354.497222 50
334.966156 438.502778 50
637.565107 1065.441924 50
-184.565107 548.558076 50
-210.579665 1240.322485 50
413.579665 1340.677515 50
551.296203 592.998320 50
161.703797 408.001680 50
-336.494668 885.526082 50
509.494668 1268.473918 50
494.763742 533.924046 50
-276.763742 670.075954 50
-141.455321 1304.619411 50
660.455321 958.380589 50
231.145465 1403.334428 50
436.854535 489.665572 50
662.030800 876.883108 50
98.969200 412.116892 50
503.351672 541.720408 50
-318.351672 1043.279592 50
662.999783 907.533996 50
32.000217 425.466004 50
646.086186 1036.948583 50
568.913814 616.051417 50
660.725448 955.637992 50
571.274552 619.362008 50
587.455667 643.732358 50
-335.455667 947.267642 50
521.515291 1256.520854 50
522.484709 560.479146 50
339.017033 1375.993594 50
599.982967 665.006406 50
48.154649 1394.631838 50
660.845351 954.368162 50
80.119814 1401.083030 50
632.880186 1078.916970 50
492.134650 531.608738 50
-96.134650 480.391262 50
-49.808856 1360.451534 50
379.808856 1358.548466 50
641.626523 763.374098 50
-196.626523 560.625902 50
662.814409 894.378080 50
298.185591 426.621920 50
-56.452234 1357.266866 50
472.452234 1300.733134 50
338.495842 1376.189288 50
493.504158 532.810712 50
-73.547696 1348.505605 50
637.547696 1065.494395 50
