81 200
200.000000 200.000000 50
400.000000 200.000000 50
600.000000 200.000000 50
800.000000 200.000000 50
1000.000000 200.000000 50
1200.000000 200.000000 50
1400.000000 200.000000 50
1600.000000 200.000000 50
1800.000000 200.000000 50
200.000000 400.000000 50
400.000000 400.000000 50
600.000000 400.000000 50
800.000000 400.000000 50
1000.000000 400.000000 50
1200.000000 400.000000 50
1400.000000 400.000000 50
1600.000000 400.000000 50
1800.000000 400.000000 50
200.000000 600.000000 50
400.000000 600.000000 50
600.000000 600.000000 50
800.000000 600.000000 50
1000.000000 600.000000 50
1200.000000 600.000000 50
1400.000000 600.000000 50
1600.000000 600.000000 50
1800.000000 600.000000 50
200.000000 800.000000 50
400.000000 800.000000 50
600.000000 800.000000 50
800.000000 800.000000 50
1000.000000 800.000000 50
1200.000000 800.000000 50
1400.000000 800.000000 50
1600.000000 800.000000 50
1800.000000 800.000000 50
200.000000 1000.000000 50
400.000000 1000.000000 50
600.000000 1000.000000 50
800.000000 1000.000000 50
1000.000000 1000.000000 50
1200.000000 1000.000000 50
1400.000000 1000.000000 50
1600.000000 1000.000000 50
1800.000000 1000.000000 50
200.000000 1200.000000 50
400.000000 1200.000000 50
600.000000 1200.000000 50
800.000000 1200.000000 50
1000.000000 1200.000000 50
1200.000000 1200.000000 50
1400.000000 1200.000000 50
1600.000000 1200.000000 50
1800.000000 1200.000000 50
200.000000 1400.000000 50
400.000000 1400.000000 50
600.000000 1400.000000 50
800.000000 1400.000000 50
1000.000000 1400.000000 50
1200.000000 1400.000000 50
1400.000000 1400.000000 50
1600.000000 1400.000000 50
1800.000000 1400.000000 50
200.000000 1600.000000 50
400.000000 1600.000000 50
600.000000 1600.000000 50
800.000000 1600.000000 50
1000.000000 1600.000000 50
1200.000000 1600.000000 50
1400.000000 1600.000000 50
1600.000000 1600.000000 50
1800.000000 1600.000000 50
200.000000 1800.000000 50
400.000000 1800.000000 50
600.000000 1800.000000 50
800.000000 1800.000000 50
1000.000000 1800.000000 50
1200.000000 1800.000000 50
1400.000000 1800.000000 50
1600.000000 1800.000000 50
1800.000000 1800.000000 50
1122.000000 168.000000 4
829.000000 1077.000000 4
886.000000 259.000000 4
86.000000 1049.000000 4
1538.000000 1468.000000 4
1542.000000 282.000000 1
110.000000 36.000000 2
832.000000 13.000000 4
1156.000000 952.000000 1
814.000000 1270.000000 4
1322.000000 531.000000 1
1008.000000 444.000000 1
1354.000000 1454.000000 1
1687.000000 565.000000 1
387.000000 271.000000 1
1652.000000 1656.000000 2
1695.000000 16.000000 3
628.000000 416.000000 3
998.000000 1747.000000 4
1479.000000 1845.000000 3
315.000000 474.000000 4
1826.000000 122.000000 2
1734.000000 1792.000000 3
1876.000000 252.000000 2
873.000000 341.000000 2
627.000000 1294.000000 4
1502.000000 494.000000 2
1203.000000 966.000000 1
1188.000000 1329.000000 2
1184.000000 1378.000000 4
1960.000000 8.000000 2
363.000000 436.000000 1
1701.000000 1716.000000 4
1938.000000 1339.000000 3
1087.000000 1297.000000 3
1013.000000 998.000000 3
1165.000000 525.000000 4
297.000000 733.000000 2
291.000000 213.000000 3
1833.000000 1572.000000 2
1048.000000 1239.000000 4
1140.000000 1635.000000 3
1593.000000 470.000000 2
1904.000000 1014.000000 2
1738.000000 154.000000 1
1623.000000 1516.000000 2
1577.000000 155.000000 2
307.000000 564.000000 4
1794.000000 1790.000000 4
1542.000000 1341.000000 3
1580.000000 1228.000000 2
1840.000000 1017.000000 2
412.000000 1716.000000 4
1642.000000 383.000000 3
925.000000 518.000000 2
656.000000 1461.000000 3
723.000000 276.000000 2
1450.000000 251.000000 2
872.000000 1867.000000 1
1418.000000 313.000000 4
865.000000 524.000000 2
653.000000 1907.000000 3
805.000000 992.000000 1
1048.000000 1288.000000 3
1436.000000 250.000000 2
1648.000000 1396.000000 4
851.000000 1143.000000 4
155.000000 636.000000 3
1362.000000 1321.000000 1
602.000000 1028.000000 1
1183.000000 1390.000000 1
407.000000 942.000000 4
1884.000000 1886.000000 2
865.000000 537.000000 4
521.000000 970.000000 2
1726.000000 1367.000000 4
1543.000000 321.000000 4
446.000000 1468.000000 2
1866.000000 1014.000000 1
663.000000 1391.000000 3
1692.000000 301.000000 2
1324.000000 118.000000 4
1472.000000 1674.000000 3
263.000000 1742.000000 3
778.000000 693.000000 2
1103.000000 1025.000000 4
726.000000 1365.000000 2
1524.000000 489.000000 2
1391.000000 691.000000 1
725.000000 341.000000 2
920.000000 526.000000 3
1298.000000 786.000000 3
1294.000000 1260.000000 1
89.000000 1789.000000 4
190.000000 102.000000 3
1733.000000 991.000000 3
1446.000000 978.000000 1
736.000000 1432.000000 3
333.000000 362.000000 4
1861.000000 801.000000 1
1821.000000 801.000000 2
19.000000 1161.000000 3
184.000000 354.000000 2
1314.000000 957.000000 1
502.000000 1399.000000 1
1275.000000 1809.000000 2
890.000000 167.000000 1
1783.000000 1982.000000 2
726.000000 169.000000 2
143.000000 338.000000 3
886.000000 244.000000 2
114.000000 1024.000000 2
1548.000000 1805.000000 3
1208.000000 1646.000000 3
1846.000000 40.000000 2
1112.000000 269.000000 3
1509.000000 1995.000000 4
1229.000000 1346.000000 2
1224.000000 1150.000000 3
81.000000 794.000000 3
494.000000 1724.000000 4
255.000000 868.000000 1
810.000000 1176.000000 2
1504.000000 721.000000 2
592.000000 1507.000000 4
1402.000000 1114.000000 4
1936.000000 510.000000 4
1841.000000 169.000000 3
1914.000000 729.000000 4
1889.000000 1217.000000 3
486.000000 1319.000000 1
1308.000000 1769.000000 3
1838.000000 264.000000 3
640.000000 1900.000000 2
1.000000 47.000000 1
1635.000000 1527.000000 3
107.000000 1958.000000 2
921.000000 225.000000 1
786.000000 466.000000 4
846.000000 1122.000000 4
1370.000000 884.000000 3
1833.000000 1698.000000 3
79.000000 469.000000 2
1322.000000 648.000000 2
1035.000000 495.000000 4
419.000000 1620.000000 2
455.000000 1671.000000 3
1815.000000 1887.000000 4
1501.000000 115.000000 1
972.000000 80.000000 1
52.000000 419.000000 4
1.000000 640.000000 2
1572.000000 987.000000 4
1562.000000 1395.000000 2
